country,year,eq_tr,xrusd_return,eq_tr_usd,mkt_cap_pct_gdp,gdp,xrusd,mkt_cap
UK,1892,0.00430000014603138,-0.002430724355858048,0.006747124902722668,,1.3946792968131971,0.2052,
UK,1893,-0.0009000006248243153,0.0019493177387914788,-0.0028437749426749592,,1.3958294155586417,0.2056,
UK,1894,0.10750000178813934,-0.002918287937743274,0.11074146520800698,,1.4729557891403693,0.205,
UK,1895,0.12319999933242798,-0.0019512195121950426,0.1253958937592754,,1.509769366822559,0.2046,
UK,1896,0.12210000306367874,0.003421309872922806,0.11827404104641337,,1.5585576286389358,0.2053,
UK,1897,0.06830000132322311,0.0014612761811982206,0.06674119781934684,,1.6035870105728756,0.2056,
UK,1898,0.052400004118680954,0.003404669260700419,0.04882908796316432,,1.6924998280105072,0.2063,
UK,1899,0.04670000076293945,-0.0033931168201648382,0.05026366808071203,,1.7956273473897653,0.2056,
UK,1900,0.09459999948740005,0.0,0.09459999948740005,,1.8714349064986506,0.2056,
UK,1901,0.04909999668598175,-0.0019455252918288495,0.05114502591928782,,1.8785182857809597,0.2052,
UK,1902,0.05889999866485596,0.00048732943469793736,0.05838421688274931,,1.8919458597158065,0.2053,
UK,1903,0.016699999570846558,0.0014612761811982206,0.015216487898320974,,1.8668271160785994,0.2056,
UK,1904,0.1111999973654747,-0.0009727626459144248,0.11228198373097165,,1.866781811169302,0.2054,
UK,1905,0.10940000414848328,0.000973709834469356,0.10832082126507037,,1.9348655631012548,0.2056,
UK,1906,0.09630001336336136,0.0024319066147859944,0.09364038208397418,,2.017663249683303,0.2061,
UK,1907,-0.0015999986790120602,-0.0014556040756913862,-0.0001446050910807184,,2.097790788168081,0.2058,
UK,1908,0.04568224027752876,-0.001457725947521975,0.047208783693992507,,1.9960522946311978,0.2055,
UK,1909,0.11060185730457306,-0.0014598540145985145,0.11222554423045694,,2.0367114578110277,0.2052,
UK,1910,0.014817390590906143,0.0019493177387914788,0.012843037690923653,,2.123974440616431,0.2056,
UK,1911,0.016035713255405426,0.0004863813229571449,0.015541772704479095,,2.2106091708297955,0.2057,
UK,1912,0.03442201763391495,-0.0009722897423432461,0.03542875439073634,,2.308645913502377,0.2055,
UK,1913,-0.037962961941957474,-0.00048661800486612646,-0.037494589479417195,,2.4022142008375655,0.2054,
UK,1914,-0.000639998004771769,-0.012658227848101222,0.01217230971311567,,2.4327477351255142,0.2028,
UK,1915,0.026000000536441803,0.03648915187376721,-0.010119885305468923,,2.927498680768331,0.2102,
UK,1916,-0.024708330631256104,-0.0019029495718364008,-0.022848861290228784,,3.412901360308623,0.2098,
UK,1917,0.09510112553834915,0.0004766444232603277,0.09457940037134671,,4.2514249010007825,0.2099,
UK,1918,0.20774193108081818,0.0,0.20774193108081818,,5.072258235179151,0.2099,
UK,1919,0.09555556625127792,0.07622677465459736,0.017959775812940615,,5.447924051357988,0.2259,
UK,1920,-0.21339653432369232,0.2080566622399291,-0.3488687325163873,,6.022474339139348,0.2729,
UK,1921,-0.007441862020641565,-0.04800293147673141,0.042606296591866544,,4.7383480309660015,0.2598,
UK,1922,0.2624000012874603,-0.13086989992301762,0.4524868039613912,,4.304843739481654,0.2258,
UK,1923,0.0091249980032444,-0.0318866253321524,0.04236241788258277,,4.1080620161561745,0.2186,
UK,1924,0.20171739161014557,0.03568161024702654,0.1603154673408913,,4.216194547290473,0.2264,
UK,1925,0.15123584866523743,-0.08524734982332148,0.2585214685553343,,4.353552086839447,0.2071,
UK,1926,0.06591453403234482,-0.006277160791887956,0.07264771622010979,,4.1996337091888245,0.2058,
UK,1927,0.0857815146446228,-0.00048590864917403664,0.08630936175918036,,4.441227112083473,0.2057,
UK,1928,0.1646854728460312,-0.0009722897423432461,0.16581898668821715,,4.441227112083473,0.2055,
UK,1929,-0.1423381268978119,0.001946472019464776,-0.14400429857940922,,4.53085047122181,0.2059,
UK,1930,-0.04860176891088486,-0.0009713453132588914,-0.04767673416991347,,4.456813783237966,0.2057,
UK,1931,-0.20131374895572662,0.0719494409333982,-0.25492171501221306,,4.168460366879837,0.2205,
UK,1932,0.34228572249412537,0.2934240362811792,0.03777700494373981,,4.077862840794343,0.2852,
UK,1933,0.24409089982509613,-0.17251051893408142,0.5034522230089722,,4.150925361831031,0.236,
UK,1934,0.14047059416770935,-0.15889830508474567,0.3559247366427174,,4.362319589363849,0.1985,
UK,1935,0.13990840315818787,0.02770780856423162,0.10917557856323667,,4.558127145742173,0.204,
UK,1936,0.19197221100330353,-0.013725490196078417,0.20856029346259386,,4.816281386738471,0.2012,
UK,1937,-0.13043372333049774,0.005467196819085575,-0.1351619630948896,,5.15139481656008,0.2023,
UK,1938,-0.09789854288101196,0.010874938210578248,-0.10760330183290312,,5.31310652978795,0.2045,
UK,1939,0.0182711873203516,0.10268948655256734,-0.07655672812855041,,5.715437478963311,0.2255,
UK,1940,-0.048894740641117096,0.1578713968957871,-0.17857435470919913,,6.937042830696734,0.2611,
UK,1941,0.22733333706855774,-0.05017234775947913,0.2921642512443565,,8.357378239649949,0.248,
UK,1942,0.184369757771492,-0.0008064516129032489,0.1853256655663036,,9.157169303264892,0.2478,
UK,1943,0.1104000061750412,0.0,0.1104000061750412,,9.746540306294175,0.2478,
