year,iso_domestic,iso_foreign
1880,SWE,PRT
1880,USA,PRT
1881,BEL,PRT
1881,DEU,PRT
1881,DNK,PRT
1881,FRA,PRT
1881,NOR,PRT
1881,SWE,PRT
1881,USA,PRT
1882,BEL,PRT
1882,DEU,PRT
1882,DNK,PRT
1882,FRA,PRT
1882,NOR,PRT
1882,SWE,PRT
1882,USA,PRT
1883,BEL,PRT
1883,DEU,PRT
1883,DNK,PRT
1883,FRA,PRT
1883,NOR,PRT
1883,SWE,PRT
1883,USA,PRT
1884,BEL,PRT
1884,DEU,PRT
1884,DNK,PRT
1884,FRA,PRT
1884,NOR,PRT
1884,SWE,PRT
1884,USA,PRT
1885,BEL,PRT
1885,DEU,PRT
1885,DNK,PRT
1885,FRA,PRT
1885,ITA,PRT
1885,NOR,PRT
1885,SWE,PRT
1885,USA,PRT
1886,BEL,PRT
1886,DEU,PRT
1886,DNK,PRT
1886,FRA,PRT
1886,ITA,PRT
1886,JPN,PRT
1886,NOR,PRT
1886,SWE,PRT
1886,USA,PRT
1887,BEL,PRT
1887,DEU,PRT
1887,DNK,PRT
1887,FRA,PRT
1887,ITA,PRT
1887,JPN,PRT
1887,NOR,PRT
1887,SWE,PRT
1887,USA,PRT
1888,BEL,PRT
1888,DEU,PRT
1888,DNK,PRT
1888,FRA,PRT
1888,ITA,PRT
1888,JPN,PRT
1888,NOR,PRT
1888,SWE,PRT
1888,USA,PRT
1889,BEL,PRT
1889,DEU,PRT
1889,DNK,PRT
1889,FRA,PRT
1889,ITA,PRT
1889,JPN,PRT
1889,NOR,PRT
1889,SWE,PRT
1889,USA,PRT
1890,BEL,PRT
1890,DEU,PRT
1890,DNK,PRT
1890,FRA,PRT
1890,ITA,PRT
1890,JPN,PRT
1890,NOR,PRT
1890,SWE,PRT
1890,USA,PRT
1891,BEL,PRT
1891,DEU,PRT
1891,DNK,PRT
1891,FRA,PRT
1891,ITA,PRT
1891,JPN,PRT
1891,NOR,PRT
1891,SWE,PRT
1891,USA,PRT
1892,BEL,PRT
1892,DEU,PRT
1892,DNK,PRT
1892,FRA,PRT
1892,ITA,PRT
1892,JPN,PRT
1892,NOR,PRT
1892,SWE,PRT
1892,USA,PRT
1893,BEL,PRT
1893,DEU,PRT
1893,DNK,PRT
1893,FRA,PRT
1893,ITA,PRT
1893,JPN,PRT
1893,NOR,PRT
1893,SWE,PRT
1893,USA,PRT
1894,BEL,PRT
1894,DEU,PRT
1894,DNK,PRT
1894,FRA,PRT
1894,ITA,PRT
1894,JPN,PRT
1894,NOR,PRT
1894,SWE,PRT
1894,USA,PRT
1895,BEL,PRT
1895,DEU,PRT
1895,DNK,PRT
1895,FRA,PRT
1895,ITA,PRT
1895,JPN,PRT
1895,NOR,PRT
1895,SWE,PRT
1895,USA,PRT
1896,BEL,PRT
1896,DEU,PRT
1896,DNK,PRT
1896,FIN,PRT
1896,FRA,PRT
1896,ITA,PRT
1896,JPN,PRT
1896,NOR,PRT
1896,SWE,PRT
1896,USA,PRT
1897,BEL,PRT
1897,DEU,PRT
1897,DNK,PRT
1897,FIN,PRT
1897,FRA,PRT
1897,ITA,PRT
1897,JPN,PRT
1897,NOR,PRT
1897,SWE,PRT
1897,USA,PRT
1898,BEL,PRT
1898,DEU,PRT
1898,DNK,PRT
1898,FIN,PRT
1898,FRA,PRT
1898,ITA,PRT
1898,JPN,PRT
1898,NOR,PRT
1898,SWE,PRT
1898,USA,PRT
1899,BEL,PRT
1899,DEU,PRT
1899,DNK,PRT
1899,FIN,PRT
1899,FRA,PRT
1899,ITA,PRT
1899,JPN,PRT
1899,NOR,PRT
1899,SWE,PRT
1900,AUS,PRT
1900,BEL,PRT
1900,CHE,PRT
1900,DEU,PRT
1900,DNK,PRT
1900,ESP,PRT
1900,FIN,PRT
1900,FRA,PRT
1900,ITA,PRT
1900,JPN,PRT
1900,NLD,PRT
1900,NOR,PRT
1900,SWE,PRT
1901,AUS,PRT
1901,BEL,PRT
1901,CHE,PRT
1901,DEU,PRT
1901,DNK,PRT
1901,ESP,PRT
1901,FIN,PRT
1901,FRA,PRT
1901,ITA,PRT
1901,JPN,PRT
1901,NLD,PRT
1901,NOR,PRT
1901,SWE,PRT
1902,AUS,PRT
1902,BEL,PRT
1902,CHE,PRT
1902,DEU,PRT
1902,DNK,PRT
1902,ESP,PRT
1902,FIN,PRT
1902,FRA,PRT
1902,ITA,PRT
1902,JPN,PRT
1902,NLD,PRT
1902,NOR,PRT
1902,SWE,PRT
1903,AUS,PRT
1903,BEL,PRT
1903,CHE,PRT
1903,DEU,PRT
1903,DNK,PRT
1903,ESP,PRT
1903,FIN,PRT
1903,FRA,PRT
1903,ITA,PRT
1903,JPN,PRT
1903,NLD,PRT
1903,NOR,PRT
1903,SWE,PRT
1904,AUS,PRT
1904,BEL,PRT
1904,CHE,PRT
1904,DEU,PRT
1904,DNK,PRT
1904,ESP,PRT
1904,FIN,PRT
1904,FRA,PRT
1904,ITA,PRT
1904,JPN,PRT
1904,NLD,PRT
1904,NOR,PRT
1904,SWE,PRT
1905,AUS,PRT
1905,BEL,PRT
1905,CHE,PRT
1905,DEU,PRT
1905,DNK,PRT
1905,ESP,PRT
1905,FIN,PRT
1905,FRA,PRT
1905,ITA,PRT
1905,JPN,PRT
1905,NLD,PRT
1905,NOR,PRT
1905,SWE,PRT
1906,AUS,PRT
1906,BEL,PRT
1906,CHE,PRT
1906,DEU,PRT
1906,DNK,PRT
1906,ESP,PRT
1906,FIN,PRT
1906,FRA,PRT
1906,ITA,PRT
1906,JPN,PRT
1906,NLD,PRT
1906,NOR,PRT
1906,SWE,PRT
1907,AUS,PRT
1907,BEL,PRT
1907,CHE,PRT
1907,DEU,PRT
1907,DNK,PRT
1907,ESP,PRT
1907,FIN,PRT
1907,FRA,PRT
1907,ITA,PRT
1907,JPN,PRT
1907,NLD,PRT
1907,NOR,PRT
1907,SWE,PRT
1908,AUS,PRT
1908,BEL,PRT
1908,CHE,PRT
1908,DEU,PRT
1908,DNK,PRT
1908,ESP,PRT
1908,FIN,PRT
1908,FRA,PRT
1908,ITA,PRT
1908,JPN,PRT
1908,NLD,PRT
1908,NOR,PRT
1908,SWE,PRT
1909,AUS,PRT
1909,BEL,PRT
1909,CHE,PRT
1909,DEU,PRT
1909,DNK,PRT
1909,ESP,PRT
1909,FIN,PRT
1909,FRA,PRT
1909,ITA,PRT
1909,JPN,PRT
1909,NLD,PRT
1909,NOR,PRT
1909,SWE,PRT
1910,AUS,PRT
1910,BEL,PRT
1910,CHE,PRT
1910,DEU,PRT
1910,DNK,PRT
1910,ESP,PRT
1910,FIN,PRT
1910,FRA,PRT
1910,ITA,PRT
1910,JPN,PRT
1910,NLD,PRT
1910,NOR,PRT
1910,SWE,PRT
1911,AUS,PRT
1911,BEL,PRT
1911,CHE,PRT
1911,DEU,PRT
1911,DNK,PRT
1911,ESP,PRT
1911,FIN,PRT
1911,FRA,PRT
1911,ITA,PRT
1911,JPN,PRT
1911,NLD,PRT
1911,NOR,PRT
1911,SWE,PRT
1912,AUS,PRT
1912,BEL,PRT
1912,CHE,PRT
1912,DEU,PRT
1912,DNK,PRT
1912,ESP,PRT
1912,FIN,PRT
1912,FRA,PRT
1912,ITA,PRT
1912,JPN,PRT
1912,NLD,PRT
1912,NOR,PRT
1912,SWE,PRT
1913,AUS,PRT
1913,BEL,PRT
1913,CHE,PRT
1913,DEU,PRT
1913,DNK,PRT
1913,ESP,PRT
1913,FIN,PRT
1913,FRA,PRT
1913,ITA,PRT
1913,JPN,PRT
1913,NLD,PRT
1913,NOR,PRT
1913,SWE,PRT
1914,AUS,PRT
1914,CHE,PRT
1914,DEU,PRT
1914,DNK,PRT
1914,ESP,PRT
1914,FIN,PRT
1914,FRA,PRT
1914,ITA,PRT
1914,JPN,PRT
1914,NLD,PRT
1914,NOR,PRT
1914,SWE,PRT
1915,AUS,PRT
1915,DEU,PRT
1915,ESP,PRT
1915,FIN,PRT
1915,JPN,PRT
1915,NLD,PRT
1915,NOR,PRT
1915,SWE,PRT
1916,AUS,PRT
1916,CHE,PRT
1916,DEU,PRT
1916,DNK,PRT
1916,ESP,PRT
1916,FIN,PRT
1916,JPN,PRT
1916,NLD,PRT
1916,NOR,PRT
1916,SWE,PRT
1917,AUS,PRT
1917,CHE,PRT
1917,DEU,PRT
1917,DNK,PRT
1917,ESP,PRT
1917,FIN,PRT
1917,JPN,PRT
1917,NLD,PRT
1917,NOR,PRT
1917,SWE,PRT
1918,AUS,PRT
1918,CHE,PRT
1918,DEU,PRT
1918,DNK,PRT
1918,ESP,PRT
1918,FIN,PRT
1918,JPN,PRT
1918,NLD,PRT
1918,NOR,PRT
1918,SWE,PRT
1919,AUS,PRT
1919,CHE,PRT
1919,DEU,PRT
1919,DNK,PRT
1919,ESP,PRT
1919,FIN,PRT
1919,JPN,PRT
1919,NLD,PRT
1919,NOR,PRT
1919,SWE,PRT
1922,AUS,PRT
1922,BEL,PRT
1922,CHE,PRT
1922,DEU,PRT
1922,DNK,PRT
1922,ESP,PRT
1922,FIN,PRT
1922,FRA,PRT
1922,ITA,PRT
1922,JPN,PRT
1922,NLD,PRT
1922,NOR,PRT
1922,SWE,PRT
1924,AUS,PRT
1924,BEL,PRT
1924,CHE,PRT
1924,DEU,PRT
1924,DNK,PRT
1924,ESP,PRT
1924,FIN,PRT
1924,FRA,PRT
1924,ITA,PRT
1924,JPN,PRT
1924,NLD,PRT
1924,NOR,PRT
1924,SWE,PRT
1925,AUS,PRT
1925,BEL,PRT
1925,CHE,PRT
1925,DEU,PRT
1925,DNK,PRT
1925,ESP,PRT
1925,FIN,PRT
1925,FRA,PRT
1925,ITA,PRT
1925,JPN,PRT
1925,NLD,PRT
1925,NOR,PRT
1925,SWE,PRT
1926,AUS,PRT
1926,BEL,PRT
1926,CHE,PRT
1926,DEU,PRT
1926,DNK,PRT
1926,ESP,PRT
1926,FIN,PRT
1926,FRA,PRT
1926,ITA,PRT
1926,JPN,PRT
1926,NLD,PRT
1926,NOR,PRT
1926,SWE,PRT
1927,AUS,PRT
1927,BEL,PRT
1927,CHE,PRT
1927,DEU,PRT
1927,DNK,PRT
1927,ESP,PRT
1927,FIN,PRT
1927,FRA,PRT
1927,ITA,PRT
1927,JPN,PRT
1927,NLD,PRT
1927,NOR,PRT
1927,SWE,PRT
1928,AUS,PRT
1928,BEL,PRT
1928,CHE,PRT
1928,DEU,PRT
1928,DNK,PRT
1928,ESP,PRT
1928,FIN,PRT
1928,FRA,PRT
1928,ITA,PRT
1928,JPN,PRT
1928,NLD,PRT
1928,NOR,PRT
1928,SWE,PRT
1929,AUS,PRT
1929,BEL,PRT
1929,CHE,PRT
1929,DEU,PRT
1929,DNK,PRT
1929,ESP,PRT
1929,FIN,PRT
1929,FRA,PRT
1929,ITA,PRT
1929,JPN,PRT
1929,NLD,PRT
1929,NOR,PRT
1929,SWE,PRT
1930,AUS,PRT
1930,BEL,PRT
1930,CHE,PRT
1930,DEU,PRT
1930,DNK,PRT
1930,ESP,PRT
1930,FIN,PRT
1930,FRA,PRT
1930,ITA,PRT
1930,JPN,PRT
1930,NLD,PRT
1930,NOR,PRT
1930,SWE,PRT
1931,AUS,PRT
1931,BEL,PRT
1931,CHE,PRT
1931,DEU,PRT
1931,DNK,PRT
1931,ESP,PRT
1931,FIN,PRT
1931,FRA,PRT
1931,ITA,PRT
1931,JPN,PRT
1931,NLD,PRT
1931,NOR,PRT
1931,SWE,PRT
1932,AUS,PRT
1932,BEL,PRT
1932,CHE,PRT
1932,DEU,PRT
1932,DNK,PRT
1932,ESP,PRT
1932,FIN,PRT
1932,FRA,PRT
1932,ITA,PRT
1932,JPN,PRT
1932,NLD,PRT
1932,NOR,PRT
1932,SWE,PRT
1933,AUS,PRT
1933,BEL,PRT
1933,CHE,PRT
1933,DEU,PRT
1933,DNK,PRT
1933,ESP,PRT
1933,FIN,PRT
1933,FRA,PRT
1933,ITA,PRT
1933,JPN,PRT
1933,NLD,PRT
1933,NOR,PRT
1933,SWE,PRT
1934,AUS,PRT
1934,BEL,PRT
1934,CHE,PRT
1934,DEU,PRT
1934,DNK,PRT
1934,ESP,PRT
1934,FIN,PRT
1934,FRA,PRT
1934,ITA,PRT
1934,JPN,PRT
1934,NLD,PRT
1934,NOR,PRT
1934,SWE,PRT
1935,AUS,PRT
1935,BEL,PRT
1935,CHE,PRT
1935,DEU,PRT
1935,DNK,PRT
1935,ESP,PRT
1935,FIN,PRT
1935,FRA,PRT
1935,ITA,PRT
1935,JPN,PRT
1935,NLD,PRT
1935,NOR,PRT
1935,SWE,PRT
1936,AUS,PRT
1936,BEL,PRT
1936,CHE,PRT
1936,DEU,PRT
1936,DNK,PRT
1936,FIN,PRT
1936,FRA,PRT
1936,ITA,PRT
1936,JPN,PRT
1936,NLD,PRT
1936,NOR,PRT
1936,SWE,PRT
1937,AUS,PRT
1937,BEL,PRT
1937,CHE,PRT
1937,DEU,PRT
1937,DNK,PRT
1937,FIN,PRT
1937,FRA,PRT
1937,ITA,PRT
1937,JPN,PRT
1937,NLD,PRT
1937,NOR,PRT
1937,SWE,PRT
1938,AUS,PRT
1938,BEL,PRT
1938,CHE,PRT
1938,DEU,PRT
1938,DNK,PRT
1938,FIN,PRT
1938,FRA,PRT
1938,ITA,PRT
1938,JPN,PRT
1938,NLD,PRT
1938,NOR,PRT
1938,SWE,PRT
1939,AUS,PRT
1939,BEL,PRT
1939,CHE,PRT
1939,DEU,PRT
1939,DNK,PRT
1939,FIN,PRT
1939,FRA,PRT
1939,ITA,PRT
1939,JPN,PRT
1939,NLD,PRT
1939,NOR,PRT
1939,SWE,PRT
1940,AUS,PRT
1940,BEL,PRT
1940,CHE,PRT
1940,DEU,PRT
1940,DNK,PRT
1940,FIN,PRT
1940,FRA,PRT
1940,ITA,PRT
1940,JPN,PRT
1940,NLD,PRT
1940,NOR,PRT
1940,SWE,PRT
1941,AUS,PRT
1941,BEL,PRT
1941,CHE,PRT
1941,DEU,PRT
1941,DNK,PRT
1941,ESP,PRT
1941,FIN,PRT
1941,FRA,PRT
1941,ITA,PRT
1941,JPN,PRT
1941,NLD,PRT
1941,NOR,PRT
1941,SWE,PRT
1942,AUS,PRT
1942,BEL,PRT
1942,CHE,PRT
1942,DEU,PRT
1942,DNK,PRT
1942,ESP,PRT
1942,FIN,PRT
1942,FRA,PRT
1942,ITA,PRT
1942,JPN,PRT
1942,NLD,PRT
1942,NOR,PRT
1942,SWE,PRT
1943,AUS,PRT
1943,BEL,PRT
1943,CHE,PRT
1943,DEU,PRT
1943,DNK,PRT
1943,ESP,PRT
1943,FIN,PRT
1943,FRA,PRT
1943,ITA,PRT
1943,JPN,PRT
1943,NLD,PRT
1943,NOR,PRT
1943,SWE,PRT
1944,AUS,PRT
1944,BEL,PRT
1944,CHE,PRT
1944,DNK,PRT
1944,ESP,PRT
1944,FIN,PRT
1944,FRA,PRT
1944,ITA,PRT
1944,JPN,PRT
1944,NLD,PRT
1944,NOR,PRT
1944,SWE,PRT
1945,BEL,PRT
1945,CHE,PRT
1945,DNK,PRT
1945,ESP,PRT
1945,FIN,PRT
1945,FRA,PRT
1945,ITA,PRT
1945,JPN,PRT
1945,NLD,PRT
1945,NOR,PRT
1945,SWE,PRT
1946,BEL,PRT
1946,CHE,PRT
1946,DNK,PRT
1946,ESP,PRT
1946,FIN,PRT
1946,FRA,PRT
1946,ITA,PRT
1946,NLD,PRT
1946,NOR,PRT
1946,SWE,PRT
1947,BEL,PRT
1947,CHE,PRT
1947,DNK,PRT
1947,ESP,PRT
1947,FIN,PRT
1947,FRA,PRT
1947,GBR,PRT
1947,ITA,PRT
1947,NLD,PRT
1947,NOR,PRT
1947,SWE,PRT
1948,AUS,PRT
1948,BEL,PRT
1948,CHE,PRT
1948,DNK,PRT
1948,ESP,PRT
1948,FIN,PRT
1948,FRA,PRT
1948,GBR,PRT
1948,ITA,PRT
1948,JPN,PRT
1948,NLD,PRT
1948,NOR,PRT
1948,SWE,PRT
1949,AUS,PRT
1949,BEL,PRT
1949,CHE,PRT
1949,DNK,PRT
1949,ESP,PRT
1949,FIN,PRT
1949,FRA,PRT
1949,GBR,PRT
1949,ITA,PRT
1949,JPN,PRT
1949,NLD,PRT
1949,NOR,PRT
1949,SWE,PRT
1950,AUS,PRT
1950,BEL,PRT
1950,CHE,PRT
1950,DEU,PRT
1950,DNK,PRT
1950,ESP,PRT
1950,FIN,PRT
1950,FRA,PRT
1950,GBR,PRT
1950,ITA,PRT
1950,JPN,PRT
1950,NLD,PRT
1950,NOR,PRT
1950,SWE,PRT
1951,AUS,PRT
1951,BEL,PRT
1951,CHE,PRT
1951,DEU,PRT
1951,DNK,PRT
1951,ESP,PRT
1951,FIN,PRT
1951,FRA,PRT
1951,GBR,PRT
1951,ITA,PRT
1951,JPN,PRT
1951,NLD,PRT
1951,NOR,PRT
1951,SWE,PRT
1952,AUS,PRT
1952,BEL,PRT
1952,CHE,PRT
1952,DEU,PRT
1952,DNK,PRT
1952,ESP,PRT
1952,FIN,PRT
1952,FRA,PRT
1952,GBR,PRT
1952,ITA,PRT
1952,JPN,PRT
1952,NLD,PRT
1952,NOR,PRT
1952,SWE,PRT
1953,AUS,PRT
1953,BEL,PRT
1953,CHE,PRT
1953,DEU,PRT
1953,DNK,PRT
1953,ESP,PRT
1953,FIN,PRT
1953,FRA,PRT
1953,GBR,PRT
1953,ITA,PRT
1953,JPN,PRT
1953,NLD,PRT
1953,NOR,PRT
1953,SWE,PRT
1954,AUS,PRT
1954,BEL,PRT
1954,CHE,PRT
1954,DEU,PRT
1954,DNK,PRT
1954,ESP,PRT
1954,FIN,PRT
1954,FRA,PRT
1954,GBR,PRT
1954,ITA,PRT
1954,JPN,PRT
1954,NLD,PRT
1954,NOR,PRT
1954,SWE,PRT
1955,AUS,PRT
1955,BEL,PRT
1955,CHE,PRT
1955,DEU,PRT
1955,DNK,PRT
1955,ESP,PRT
1955,FIN,PRT
1955,FRA,PRT
1955,GBR,PRT
1955,ITA,PRT
1955,JPN,PRT
1955,NLD,PRT
1955,NOR,PRT
1955,SWE,PRT
1956,AUS,PRT
1956,BEL,PRT
1956,CHE,PRT
1956,DEU,PRT
1956,DNK,PRT
1956,ESP,PRT
1956,FIN,PRT
1956,FRA,PRT
1956,GBR,PRT
1956,ITA,PRT
1956,JPN,PRT
1956,NLD,PRT
1956,NOR,PRT
1956,SWE,PRT
1957,AUS,PRT
1957,BEL,PRT
1957,CHE,PRT
1957,DEU,PRT
1957,DNK,PRT
1957,ESP,PRT
1957,FIN,PRT
1957,FRA,PRT
1957,GBR,PRT
1957,ITA,PRT
1957,JPN,PRT
1957,NLD,PRT
1957,NOR,PRT
1957,SWE,PRT
1958,AUS,PRT
1958,BEL,PRT
1958,CHE,PRT
1958,DEU,PRT
1958,DNK,PRT
1958,ESP,PRT
1958,FIN,PRT
1958,FRA,PRT
1958,GBR,PRT
1958,ITA,PRT
1958,JPN,PRT
1958,NLD,PRT
1958,NOR,PRT
1958,SWE,PRT
1959,AUS,PRT
1959,BEL,PRT
1959,CHE,PRT
1959,DEU,PRT
1959,DNK,PRT
1959,ESP,PRT
1959,FIN,PRT
1959,FRA,PRT
1959,GBR,PRT
1959,ITA,PRT
1959,JPN,PRT
1959,NLD,PRT
1959,NOR,PRT
1959,SWE,PRT
1960,AUS,PRT
1960,BEL,PRT
1960,CHE,PRT
1960,DEU,PRT
1960,DNK,PRT
1960,ESP,PRT
1960,FIN,PRT
1960,FRA,PRT
1960,GBR,PRT
1960,ITA,PRT
1960,JPN,PRT
1960,NLD,PRT
1960,NOR,PRT
1960,SWE,PRT
1961,AUS,PRT
1961,BEL,PRT
1961,CHE,PRT
1961,DEU,PRT
1961,DNK,PRT
1961,ESP,PRT
1961,FIN,PRT
1961,FRA,PRT
1961,GBR,PRT
1961,ITA,PRT
1961,JPN,PRT
1961,NLD,PRT
1961,NOR,PRT
1961,SWE,PRT
1962,AUS,PRT
1962,BEL,PRT
1962,CHE,PRT
1962,DEU,PRT
1962,DNK,PRT
1962,ESP,PRT
1962,FIN,PRT
1962,FRA,PRT
1962,GBR,PRT
1962,ITA,PRT
1962,JPN,PRT
1962,NLD,PRT
1962,NOR,PRT
1962,SWE,PRT
1963,AUS,PRT
1963,BEL,PRT
1963,CHE,PRT
1963,DEU,PRT
1963,DNK,PRT
1963,ESP,PRT
1963,FIN,PRT
1963,FRA,PRT
1963,GBR,PRT
1963,ITA,PRT
1963,JPN,PRT
1963,NLD,PRT
1963,NOR,PRT
1963,SWE,PRT
1964,AUS,PRT
1964,BEL,PRT
1964,CHE,PRT
1964,DEU,PRT
1964,DNK,PRT
1964,ESP,PRT
1964,FIN,PRT
1964,FRA,PRT
1964,GBR,PRT
1964,ITA,PRT
1964,JPN,PRT
1964,NLD,PRT
1964,NOR,PRT
1964,SWE,PRT
1965,AUS,PRT
1965,BEL,PRT
1965,CHE,PRT
1965,DEU,PRT
1965,DNK,PRT
1965,ESP,PRT
1965,FIN,PRT
1965,FRA,PRT
1965,GBR,PRT
1965,ITA,PRT
1965,JPN,PRT
1965,NLD,PRT
1965,NOR,PRT
1965,SWE,PRT
1966,AUS,PRT
1966,BEL,PRT
1966,CHE,PRT
1966,DEU,PRT
1966,DNK,PRT
1966,ESP,PRT
1966,FIN,PRT
1966,FRA,PRT
1966,GBR,PRT
1966,ITA,PRT
1966,JPN,PRT
1966,NLD,PRT
1966,NOR,PRT
1966,SWE,PRT
1967,AUS,PRT
1967,BEL,PRT
1967,CHE,PRT
1967,DEU,PRT
1967,DNK,PRT
1967,ESP,PRT
1967,FIN,PRT
1967,FRA,PRT
1967,GBR,PRT
1967,ITA,PRT
1967,JPN,PRT
1967,NLD,PRT
1967,NOR,PRT
1967,SWE,PRT
1968,AUS,PRT
1968,BEL,PRT
1968,CHE,PRT
1968,DEU,PRT
1968,DNK,PRT
1968,ESP,PRT
1968,FIN,PRT
1968,FRA,PRT
1968,GBR,PRT
1968,ITA,PRT
1968,JPN,PRT
1968,NLD,PRT
1968,NOR,PRT
1968,SWE,PRT
1969,AUS,PRT
1969,BEL,PRT
1969,CHE,PRT
1969,DEU,PRT
1969,DNK,PRT
1969,ESP,PRT
1969,FIN,PRT
1969,FRA,PRT
1969,GBR,PRT
1969,ITA,PRT
1969,JPN,PRT
1969,NLD,PRT
1969,NOR,PRT
1969,SWE,PRT
1970,AUS,PRT
1970,BEL,PRT
1970,CHE,PRT
1970,DEU,PRT
1970,DNK,PRT
1970,ESP,PRT
1970,FIN,PRT
1970,FRA,PRT
1970,GBR,PRT
1970,ITA,PRT
1970,JPN,PRT
1970,NLD,PRT
1970,NOR,PRT
1970,SWE,PRT
1971,AUS,PRT
1971,BEL,PRT
1971,CHE,PRT
1971,DEU,PRT
1971,DNK,PRT
1971,ESP,PRT
1971,FIN,PRT
1971,FRA,PRT
1971,GBR,PRT
1971,ITA,PRT
1971,JPN,PRT
1971,NLD,PRT
1971,NOR,PRT
1971,SWE,PRT
1972,AUS,PRT
1972,BEL,PRT
1972,CHE,PRT
1972,DEU,PRT
1972,DNK,PRT
1972,ESP,PRT
1972,FIN,PRT
1972,FRA,PRT
1972,GBR,PRT
1972,ITA,PRT
1972,JPN,PRT
1972,NLD,PRT
1972,NOR,PRT
1972,SWE,PRT
1973,AUS,PRT
1973,BEL,PRT
1973,CHE,PRT
1973,DEU,PRT
1973,DNK,PRT
1973,ESP,PRT
1973,FIN,PRT
1973,FRA,PRT
1973,GBR,PRT
1973,ITA,PRT
1973,JPN,PRT
1973,NLD,PRT
1973,NOR,PRT
1973,SWE,PRT
1974,AUS,PRT
1974,BEL,PRT
1974,CHE,PRT
1974,DEU,PRT
1974,DNK,PRT
1974,ESP,PRT
1974,FIN,PRT
1974,FRA,PRT
1974,GBR,PRT
1974,ITA,PRT
1974,JPN,PRT
1974,NLD,PRT
1974,NOR,PRT
1974,SWE,PRT
1975,AUS,PRT
1975,BEL,PRT
1975,CHE,PRT
1975,DEU,PRT
1975,DNK,PRT
1975,ESP,PRT
1975,FIN,PRT
1975,FRA,PRT
1975,GBR,PRT
1975,ITA,PRT
1975,JPN,PRT
1975,NLD,PRT
1975,NOR,PRT
1975,SWE,PRT
1976,AUS,PRT
1976,BEL,PRT
1976,CHE,PRT
1976,DEU,PRT
1976,DNK,PRT
1976,ESP,PRT
1976,FIN,PRT
1976,FRA,PRT
1976,GBR,PRT
1976,ITA,PRT
1976,JPN,PRT
1976,NLD,PRT
1976,NOR,PRT
1976,SWE,PRT
1977,AUS,PRT
1977,BEL,PRT
1977,CHE,PRT
1977,DEU,PRT
1977,DNK,PRT
1977,ESP,PRT
1977,FIN,PRT
1977,FRA,PRT
1977,GBR,PRT
1977,ITA,PRT
1977,JPN,PRT
1977,NLD,PRT
1977,NOR,PRT
1977,SWE,PRT
1978,AUS,PRT
1978,BEL,PRT
1978,CHE,PRT
1978,DEU,PRT
1978,DNK,PRT
1978,ESP,PRT
1978,FIN,PRT
1978,FRA,PRT
1978,GBR,PRT
1978,ITA,PRT
1978,JPN,PRT
1978,NLD,PRT
1978,NOR,PRT
1978,SWE,PRT
1979,AUS,PRT
1979,BEL,PRT
1979,CHE,PRT
1979,DEU,PRT
1979,DNK,PRT
1979,ESP,PRT
1979,FIN,PRT
1979,FRA,PRT
1979,GBR,PRT
1979,ITA,PRT
1979,JPN,PRT
1979,NLD,PRT
1979,NOR,PRT
1979,SWE,PRT
1980,AUS,PRT
1980,BEL,PRT
1980,CHE,PRT
1980,DEU,PRT
1980,DNK,PRT
1980,ESP,PRT
1980,FIN,PRT
1980,FRA,PRT
1980,GBR,PRT
1980,ITA,PRT
1980,JPN,PRT
1980,NLD,PRT
1980,NOR,PRT
1980,SWE,PRT
1981,AUS,PRT
1981,BEL,PRT
1981,CHE,PRT
1981,DEU,PRT
1981,DNK,PRT
1981,ESP,PRT
1981,FIN,PRT
1981,FRA,PRT
1981,GBR,PRT
1981,ITA,PRT
1981,JPN,PRT
1981,NLD,PRT
1981,NOR,PRT
1981,SWE,PRT
1982,AUS,PRT
1982,BEL,PRT
1982,CHE,PRT
1982,DEU,PRT
1982,DNK,PRT
1982,ESP,PRT
1982,FIN,PRT
1982,FRA,PRT
1982,GBR,PRT
1982,ITA,PRT
1982,JPN,PRT
1982,NLD,PRT
1982,NOR,PRT
1982,SWE,PRT
1983,AUS,PRT
1983,BEL,PRT
1983,CHE,PRT
1983,DEU,PRT
1983,DNK,PRT
1983,ESP,PRT
1983,FIN,PRT
1983,FRA,PRT
1983,GBR,PRT
1983,ITA,PRT
1983,JPN,PRT
1983,NLD,PRT
1983,NOR,PRT
1983,SWE,PRT
1984,AUS,PRT
1984,BEL,PRT
1984,CHE,PRT
1984,DEU,PRT
1984,DNK,PRT
1984,ESP,PRT
1984,FIN,PRT
1984,FRA,PRT
1984,GBR,PRT
1984,ITA,PRT
1984,JPN,PRT
1984,NLD,PRT
1984,NOR,PRT
1984,SWE,PRT
1985,AUS,PRT
1985,BEL,PRT
1985,CHE,PRT
1985,DEU,PRT
1985,DNK,PRT
1985,ESP,PRT
1985,FIN,PRT
1985,FRA,PRT
1985,GBR,PRT
1985,ITA,PRT
1985,JPN,PRT
1985,NLD,PRT
1985,NOR,PRT
1985,SWE,PRT
1986,AUS,PRT
1986,BEL,PRT
1986,CHE,PRT
1986,DEU,PRT
1986,DNK,PRT
1986,ESP,PRT
1986,FIN,PRT
1986,FRA,PRT
1986,GBR,PRT
1986,ITA,PRT
1986,NLD,PRT
1986,NOR,PRT
1986,SWE,PRT
1987,AUS,PRT
1987,BEL,PRT
1987,CHE,PRT
1987,DEU,PRT
1987,DNK,PRT
1987,ESP,PRT
1987,FIN,PRT
1987,FRA,PRT
1987,GBR,PRT
