year,iso_domestic,weights_sum_check,foreign_tr_hedged,foreign_tr_unhedged,domestic_tr,asset_class
1997,DEU,true,0.2855123468108659,0.4119852265215368,0.4082593023777008,Equities
1981,BEL,true,0.05973442818619728,0.2048048436128908,0.11069336533546448,Equities
1950,FRA,true,0.2277857819583309,0.2188334990025593,-0.1507614701986313,Equities
1922,BEL,true,0.2283451095177813,0.2920586194638853,0.2804209589958191,Equities
1969,ESP,true,-0.03119872597921037,-0.027846086495612696,0.5244439840316772,Equities
2019,PRT,true,0.13952812188400315,0.15965626082187262,0.0021239686757326126,Equities
1993,DEU,true,0.19714323336291395,0.2808988490646416,0.4670593142509461,Equities
2013,DEU,true,0.3126311421003276,0.23594314479343576,0.2674599885940552,Equities
1936,PRT,true,0.27536617224323506,0.2502041529294866,0.09477591514587402,Equities
1942,FIN,true,0.1809975978606813,0.18229053822803074,0.30703994631767273,Equities
2011,JPN,true,-0.043233924397437666,-0.09545104352950626,-0.04824220389127731,Equities
1976,NLD,true,0.14887183697825623,0.048947381159192435,0.05432892218232155,Equities
1940,NOR,true,0.03630504806737782,-0.018186714060928946,0.15718065202236176,Equities
1953,NOR,true,0.08547071240277723,0.09342736881890584,-0.01151568628847599,Equities
1970,NLD,true,0.011607278544134673,0.003805893823931694,-0.044182926416397095,Equities
1975,FRA,true,0.3640199731333217,0.33084638172538106,0.3195025324821472,Equities
2014,ITA,true,0.11841296511460195,0.21864579856431632,0.03466249629855156,Equities
1937,FIN,true,-0.1343705788753327,-0.14357648439234794,-0.010937025770545004,Equities
1919,NLD,true,0.12220128921742338,0.2622300009399609,0.16226699948310852,Equities
1895,SWE,true,0.10200707890294634,0.10040596300503327,0.13743218779563904,Equities
1944,USA,true,0.08356695482250232,0.07168683166555428,0.19686411321163175,Equities
1984,JPN,true,0.052800547599096956,0.11325267668777515,0.27473002672195435,Equities
1998,DEU,true,0.19522781311370296,0.1396176904712437,0.1553555130958557,Equities
1891,SWE,true,0.032894269779329466,0.029652845212571086,0.045340050011873245,Equities
2014,NOR,true,0.11810102574902226,0.3123918203491254,0.0495208241045475,Equities
1931,GBR,true,-0.31076505764424034,-0.28935868936409836,-0.20131374895572662,Equities
1895,ITA,true,0.10158090389011745,0.046175385648043625,0.15880000591278076,Equities
1909,NLD,true,0.13369129587763234,0.13436789926148715,0.13124535977840424,Equities
1973,BEL,true,-0.04422477649256383,-0.06739144731180294,0.06918996572494507,Equities
2015,ITA,true,0.05461021056112125,0.143477772953144,0.17594458162784576,Equities
1934,DNK,true,0.06415825507017373,0.006512427361610479,0.23683631420135498,Equities
1999,SWE,true,0.26219568378857894,0.30279239580670053,0.6975719332695007,Equities
1937,NOR,true,-0.13785530776451577,-0.167358927424559,0.12493059039115906,Equities
1941,FIN,true,0.08040408106364885,0.07356679879148627,0.4565349817276001,Equities
1987,FIN,true,0.1675106682302879,0.13951276504767007,0.311012864112854,Equities
2019,DNK,true,0.13430185411693324,0.1599494592467049,0.2971000075340271,Equities
